date;stroke
2019-01-29 10:52:15,600;down
2019-01-29 10:52:15,631;down
2019-01-29 10:52:15,849;down
2019-01-29 10:52:16,551;down
2019-01-29 10:52:17,300;up
2019-01-29 10:52:18,018;down
2019-01-29 10:52:19,796;up
2019-01-29 10:52:20,170;left
2019-01-29 10:52:20,623;down
2019-01-29 10:52:21,122;down
2019-01-29 10:52:21,153;down
2019-01-29 10:52:21,184;down
2019-01-29 10:52:21,216;down
2019-01-29 10:52:21,247;down
2019-01-29 10:52:21,278;down
2019-01-29 10:52:21,309;down
2019-01-29 10:52:21,340;down
2019-01-29 10:52:21,372;down
2019-01-29 10:52:21,403;down
2019-01-29 10:52:21,434;down
2019-01-29 10:52:21,465;down
2019-01-29 10:52:21,496;down
2019-01-29 10:52:21,528;down
2019-01-29 10:52:21,559;down
2019-01-29 10:52:21,606;down
2019-01-29 10:52:21,637;down
2019-01-29 10:52:21,668;down
2019-01-29 10:52:21,699;down
2019-01-29 10:52:21,730;down
2019-01-29 10:52:21,762;down
